,subscribers,youtuber,video_views,channel_category,channel_uploads,country,lowest_yearly_earnings,highest_yearly_earnings,created_year,tertiary_education_enrollment,population,unemployment_rate,channel_type,Latitude,Longitude,region
671,15100000,BIGBANG,7857371770.0,Music,776,South Korea,122400.0,2000000.0,2005,94.3,51709098.0,4.15,Music,35.907757,127.766922,Asia
672,15100000,Rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,9477021288.0,Lifestyle,921,Argentina,1500000.0,24600000.0,2016,90.0,44938712.0,9.79,Comedy,-38.416097,-63.616672,S.America
673,15100000,ABS-CBN News,10489367372.0,Education,209520,Philippines,544900.0,8700000.0,2009,35.5,108116615.0,2.15,News,12.879721,121.774017,Asia
674,15100000,Chapitosiki,13897932103.0,Entertainment,2717,Russia,2100000.0,34200000.0,2020,81.9,144373535.0,4.59,Entertainment,61.52401,105.318756,Europe
675,15100000,AdeleVEVO,12413869881.0,Music,52,United Kingdom,254300.0,4100000.0,2009,60.0,66834405.0,3.85,Music,55.378051,-3.435973,Europe
676,15000000,MoreAliA,4352427049.0,Gaming & Sports,2324,United Kingdom,753000.0,12000000.0,2013,60.0,66834405.0,3.85,Games,55.378051,-3.435973,Europe
677,15000000,Chetan Monga Vlogs,9924103188.0,Lifestyle,899,India,340700.0,5500000.0,2014,28.1,1366417754.0,5.36,People,20.593684,78.96288,Asia
678,15000000,Little Angel - Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,8897705695.0,Entertainment,795,Brazil,436400.0,7000000.0,2018,51.3,212559417.0,12.08,Education,-14.235004,-51.92528,S.America
679,15000000,League of Legends,7159750970.0,Gaming & Sports,1362,United States,129400.0,2100000.0,2009,88.2,328239523.0,14.7,Games,37.09024,-95.712891,N.America
680,15000000,TheRichest,2730879024.0,Education,0,United States,0.0,0.0,2006,88.2,328239523.0,14.7,Games,37.09024,-95.712891,N.America
681,15000000,XpressTV,4008801873.0,Entertainment,724,Mexico,101600.0,1600000.0,2014,40.2,126014024.0,3.42,Entertainment,23.634501,-102.552784,N.America
682,15000000,PlayStation,4741434420.0,Gaming & Sports,20292,United States,125400.0,2000000.0,2005,88.2,328239523.0,14.7,Games,37.09024,-95.712891,N.America
683,15000000,Kwebbelkop,6889304306.0,Gaming & Sports,5198,United States,89200.0,1400000.0,2008,88.2,328239523.0,14.7,Film,37.09024,-95.712891,N.America
684,15000000,Republic Bharat,7536093065.0,Education,206,India,3.0,48.0,2018,28.1,1366417754.0,5.36,News,20.593684,78.96288,Asia
685,15000000,THE BROWN SIBLINGS,8658553456.0,Entertainment,965,India,307100.0,4900000.0,2016,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
686,15000000,Sony Music South,9978734160.0,Music,2726,India,726600.0,11600000.0,2014,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
688,15000000,Ray William Johnson,10239836582.0,Entertainment,1803,United States,938600.0,15000000.0,2008,88.2,328239523.0,14.7,Comedy,37.09024,-95.712891,N.America
689,15000000,KOMPASTV,11827310821.0,Education,269050,Indonesia,339200.0,5400000.0,2013,36.3,270203917.0,4.69,News,-0.789275,113.921327,Asia
690,15000000,ISSEI / ï¿½ï¿½ï¿½ï¿½,13562853889.0,Lifestyle,1788,Japan,847100.0,13600000.0,2014,63.2,126226568.0,2.29,Comedy,36.204824,138.252924,Asia
691,15000000,Zï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,11506702632.0,Music,340,Brazil,548600.0,8800000.0,2012,51.3,212559417.0,12.08,Music,-14.235004,-51.92528,S.America
692,15000000,A2 Motivation by Arvind Arora,8932038210.0,Entertainment,3168,India,392200.0,6300000.0,2017,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
693,14900000,50 Cent,10069000444.0,Music,419,United States,359400.0,5800000.0,2007,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
694,14900000,MNCTV OFFICIAL,8074260978.0,Entertainment,66362,Indonesia,130700.0,2100000.0,2012,36.3,270203917.0,4.69,Entertainment,-0.789275,113.921327,Asia
695,14900000,ERB,4033400167.0,Entertainment,86,United States,33100.0,530100.0,2006,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
696,14900000,melanie martinez,4395184343.0,Music,127,United States,169100.0,2700000.0,2007,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
697,14900000,iTownGamePlay *Terror&Diversiï¿½ï,4977284539.0,Entertainment,8420,Spain,41600.0,665200.0,2012,88.9,47076781.0,13.96,Games,40.463667,-3.74922,Europe
698,14900000,ýýýýýýýýýýýý8 : Thai Ch8,5549770244.0,Entertainment,27944,Thailand,148700.0,2400000.0,2011,49.3,69625582.0,0.75,Entertainment,15.870032,100.992541,Asia
700,14900000,ýýýýýý,439098.0,Lifestyle,1,Russia,23.0,369.0,2008,81.9,144373535.0,4.59,News,61.52401,105.318756,Europe
701,14900000,TazerCraft,5956193599.0,Gaming & Sports,4175,Brazil,119300.0,1900000.0,2011,51.3,212559417.0,12.08,Games,-14.235004,-51.92528,S.America
702,14900000,Bayashi TV,8615618825.0,Entertainment,93,Japan,7.0,119.0,2012,63.2,126226568.0,2.29,Autos,36.204824,138.252924,Asia
703,14800000,Fueled By Ramen,13356517783.0,Music,1210,United States,183600.0,2900000.0,2006,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
704,14800000,CrashCourse,1833519700.0,Education,1481,United States,21500.0,344500.0,2006,88.2,328239523.0,14.7,Education,37.09024,-95.712891,N.America
705,14800000,MattyBRaps,3587576784.0,Music,195,United States,68900.0,1100000.0,2010,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
707,14800000,ýýýýýýýý ýýýýýýýý,7018015062.0,Education,2387,Ukraine,141400.0,2300000.0,2015,82.7,44385155.0,8.88,Howto,48.379433,31.16558,Europe
708,14800000,Meghan Trainor,8649303688.0,Lifestyle,233,United States,154900.0,2500000.0,2008,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
709,14800000,Jorge & Mateus Oficial,9076642765.0,Music,318,Brazil,264400.0,4200000.0,2008,51.3,212559417.0,12.08,Music,-14.235004,-51.92528,S.America
711,14800000,Beast Philanthropy,272678287.0,Lifestyle,34,Germany,114.0,1800.0,2015,70.2,83132799.0,3.04,Games,51.165691,10.451526,Europe
713,14800000,5-Minute Crafts Recycle,8866012877.0,Lifestyle,3867,United States,159500.0,2600000.0,2019,88.2,328239523.0,14.7,Howto,37.09024,-95.712891,N.America
714,14700000,ýýýýýýýýýý ýýýýýýýýýýýý,2230986039.0,Entertainment,1385,Saudi Arabia,8100.0,129300.0,2016,68.0,34268528.0,5.93,Entertainment,23.885942,45.079162,Asia
715,14700000,Maha Fun Tv,1321380490.0,Entertainment,85,United States,14300.0,229500.0,2017,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
716,14700000,Canal Nostalgia,1506796393.0,Entertainment,554,Spain,679.0,10900.0,2010,88.9,47076781.0,13.96,Entertainment,40.463667,-3.74922,Europe
717,14700000,The Slow Mo Guys,2465473772.0,Entertainment,317,United States,56900.0,911000.0,2010,88.2,328239523.0,14.7,Education,37.09024,-95.712891,N.America
718,14700000,StudyIQ IAS,4029253667.0,Education,43564,India,223400.0,3600000.0,2015,28.1,1366417754.0,5.36,Education,20.593684,78.96288,Asia
719,14700000,Chad Wild Clay,6751985988.0,Lifestyle,698,United States,109000.0,1700000.0,2006,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
720,14700000,CollegeHumor,7255848125.0,Lifestyle,4340,United States,0.0,0.0,2006,88.2,328239523.0,14.7,Comedy,37.09024,-95.712891,N.America
721,14700000,Netflix Jr.,8882319696.0,Education,1996,United States,238200.0,3800000.0,2012,88.2,328239523.0,14.7,Education,37.09024,-95.712891,N.America
722,14700000,Colors Rishtey,12362331529.0,Entertainment,23490,India,1000000.0,16700000.0,2013,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
723,14700000,ABC News,12961669452.0,Education,80830,United States,557100.0,8900000.0,2006,88.2,328239523.0,14.7,News,37.09024,-95.712891,N.America
724,14700000,Camila Loures,4684983333.0,Music,3978,Brazil,122900.0,2000000.0,2014,51.3,212559417.0,12.08,Entertainment,-14.235004,-51.92528,S.America
725,14600000,Doc Tops,2613197447.0,Entertainment,490,Ecuador,49200.0,787600.0,2014,44.9,17373662.0,3.97,Entertainment,-1.831239,-78.183406,S.America
726,14600000,Auron,3337074920.0,Lifestyle,961,Spain,181700.0,2900000.0,2013,88.9,47076781.0,13.96,Games,40.463667,-3.74922,Europe
727,14600000,Jesser,3603556207.0,Gaming & Sports,1244,United States,277800.0,4400000.0,2012,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
728,14600000,Planeta das Gï¿½ï¿½,4622581344.0,Lifestyle,951,Brazil,31600.0,506300.0,2015,51.3,212559417.0,12.08,Entertainment,-14.235004,-51.92528,S.America
729,14600000,PrestonPlayz,5766647017.0,Gaming & Sports,4009,United States,455100.0,7300000.0,2012,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
730,14600000,Martin Garrix,6017932195.0,Music,365,United States,106600.0,1700000.0,2011,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
731,14600000,O Reino Infantil,11182302317.0,Music,1206,Brazil,329600.0,5300000.0,2014,51.3,212559417.0,12.08,Music,-14.235004,-51.92528,S.America
732,14600000,Fifth Harmony,7952268926.0,Music,67,United States,112900.0,1800000.0,2013,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
733,14600000,Mis Pastelitos,2750902766.0,Education,603,Mexico,152000.0,2400000.0,2014,40.2,126014024.0,3.42,Music,23.634501,-102.552784,N.America
734,14600000,Noman Official,5525773746.0,Lifestyle,560,India,417300.0,6700000.0,2019,28.1,1366417754.0,5.36,Film,20.593684,78.96288,Asia
736,14500000,Like Nastya Stories,6944967581.0,Entertainment,479,United States,89800.0,1400000.0,2019,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
737,14500000,les boys tv2,4577292740.0,Entertainment,453,United States,1300.0,21600.0,2017,88.2,328239523.0,14.7,Film,37.09024,-95.712891,N.America
739,14500000,IDEIAS INCRï¿½ï¿½,3551889957.0,Education,5430,Brazil,8500.0,136200.0,2017,51.3,212559417.0,12.08,Howto,-14.235004,-51.92528,S.America
740,14500000,Reaction Time,4260187928.0,Entertainment,1717,United States,29700.0,475700.0,2015,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
741,14500000,BBC News,4598387043.0,Education,18972,United Kingdom,198800.0,3200000.0,2006,60.0,66834405.0,3.85,News,55.378051,-3.435973,Europe
743,14500000,Boram Tube ToysReview [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,5014888374.0,Lifestyle,618,South Korea,14900.0,238100.0,2016,94.3,51709098.0,4.15,People,35.907757,127.766922,Asia
744,14500000,Aadishakti Films,6290721701.0,Music,4790,India,145300.0,2300000.0,2016,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
745,14500000,Telemundo,8582696157.0,Entertainment,19201,United States,144900.0,2300000.0,2007,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
746,14500000,GMM25Thailand,9383692066.0,Entertainment,68606,Thailand,136900.0,2200000.0,2011,49.3,69625582.0,0.75,Entertainment,15.870032,100.992541,Asia
747,14500000,TV9 Bharatvarsh,10303519926.0,Lifestyle,293516,India,1300000.0,20100000.0,2018,28.1,1366417754.0,5.36,News,20.593684,78.96288,Asia
748,14500000,Maroon5VEVO,20042571499.0,Music,147,United States,294600.0,4700000.0,2009,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
751,14500000,Lilly Singh,3517662420.0,Lifestyle,1064,Canada,16000.0,255800.0,2010,68.9,36991981.0,5.56,Comedy,56.130366,-106.346771,N.America
752,14400000,ýýýýýýýýýýýýýýýýýýýýý,600154268.0,Entertainment,364,South Korea,4100.0,65700.0,2017,94.3,51709098.0,4.15,Entertainment,35.907757,127.766922,Asia
753,14400000,Gyan Gamingï¿½,2224121890.0,Gaming & Sports,3086,India,41700.0,666800.0,2017,28.1,1366417754.0,5.36,Games,20.593684,78.96288,Asia
754,14400000,Drawblogs,1629801448.0,Entertainment,399,Peru,3000.0,48100.0,2014,70.7,32510453.0,3.31,Entertainment,-9.189967,-75.015152,S.America
756,14400000,ýýýýýýýýýýýý ýýýýýýýýýýýý I ýýýýýý ýý ýýýýýýýýýý,2972474215.0,Entertainment,381,Saudi Arabia,14000.0,224300.0,2017,68.0,34268528.0,5.93,Entertainment,23.885942,45.079162,Asia
757,14400000,Cyprien,3086254545.0,Lifestyle,222,France,34300.0,548000.0,2007,65.6,67059887.0,8.43,Comedy,46.227638,2.213749,Europe
758,14400000,Rclbeauty101,3900312631.0,Lifestyle,463,United States,25900.0,414500.0,2010,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
759,14400000,Coke Studio,4035738731.0,Music,450,United States,10700.0,170700.0,2008,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
760,14400000,Indore Physical Academy,4156427797.0,Lifestyle,1838,India,211200.0,3400000.0,2014,28.1,1366417754.0,5.36,People,20.593684,78.96288,Asia
761,14400000,Rosanna Pansino,4597228794.0,Education,1248,United States,80000.0,1300000.0,2010,88.2,328239523.0,14.7,Howto,37.09024,-95.712891,N.America
764,14400000,RS 1313 SHORTS,8011977288.0,Entertainment,5628,India,637900.0,10200000.0,2020,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
766,14400000,SelenaGomezVEVO,11423792969.0,Music,186,United States,266000.0,4300000.0,2009,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
767,14400000,ZEE5,18515587421.0,Entertainment,101401,India,449400.0,7200000.0,2018,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
768,14300000,Super Polina,4776507159.0,Lifestyle,576,United States,1200.0,19900.0,2014,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
769,14300000,Rebecca Zamolo,6388439235.0,Lifestyle,1,United States,0.0,0.0,2011,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
770,14200000,Wish 107.5,6048517979.0,Music,1823,Philippines,188000.0,3000000.0,2014,35.5,108116615.0,2.15,Music,12.879721,121.774017,Asia
771,14200000,Invento na Hora,4040297006.0,Media,1281,Brazil,57100.0,913400.0,2014,51.3,212559417.0,12.08,Entertainment,-14.235004,-51.92528,S.America
772,14200000,SIS vs BRO,6973932553.0,Entertainment,60,Ukraine,0.32,5.0,2016,82.7,44385155.0,8.88,Entertainment,48.379433,31.16558,Europe
773,14200000,NikkieTutorials,1778318927.0,Education,876,Netherlands,107800.0,1700000.0,2008,85.0,17332850.0,3.2,Entertainment,52.132633,5.291266,Europe
774,14200000,TommyInnit,2084791147.0,Gaming & Sports,342,United Kingdom,162900.0,2600000.0,2015,60.0,66834405.0,3.85,Games,55.378051,-3.435973,Europe
775,14200000,E-MasterSensei,3920559552.0,Gaming & Sports,1300,Mexico,133700.0,2100000.0,2016,40.2,126014024.0,3.42,Games,23.634501,-102.552784,N.America
776,14200000,infobells - Kannada,6554000320.0,Education,433,India,425100.0,6800000.0,2014,28.1,1366417754.0,5.36,Education,20.593684,78.96288,Asia
779,14200000,SEVENGERS,10238593147.0,Lifestyle,872,India,1100000.0,17700000.0,2018,28.1,1366417754.0,5.36,Comedy,20.593684,78.96288,Asia
780,14200000,Zee Bangla,11428794827.0,Entertainment,132398,India,179800.0,2900000.0,2008,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
781,14200000,DangMattSmith,3317805543.0,Entertainment,1724,United States,38700.0,619300.0,2011,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
782,14100000,Neha Kakkar,2131548711.0,Music,149,India,76800.0,1200000.0,2012,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
786,14100000,Supercar Blondie,5405563355.0,Lifestyle,855,United Arab Emirates,1100000.0,17000000.0,2007,36.8,9770529.0,2.35,Autos,23.424076,53.847818,Asia
787,14100000,Yudist Ardhana,6036496916.0,Entertainment,2854,Indonesia,528200.0,8500000.0,2016,36.3,270203917.0,4.69,Entertainment,-0.789275,113.921327,Asia
788,14100000,Lana Del Rey,6884215292.0,Music,43,United States,406700.0,6500000.0,2011,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
789,14100000,MalumaVEVO,19013942981.0,Music,182,United States,296500.0,4700000.0,2011,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
790,14100000,F2Freestylers - Ultimate Soccer Skills Channel,3280481927.0,Gaming & Sports,777,United Kingdom,30700.0,490600.0,2011,60.0,66834405.0,3.85,Sports,55.378051,-3.435973,Europe
791,14100000,Bie The Ska,4627069704.0,Entertainment,1540,Thailand,37500.0,600100.0,2006,49.3,69625582.0,0.75,Entertainment,15.870032,100.992541,Asia
792,14000000,AM3NlC,4959982720.0,Gaming & Sports,5757,Brazil,30600.0,490100.0,2012,51.3,212559417.0,12.08,People,-14.235004,-51.92528,S.America
793,14000000,Narins Beauty,2214167846.0,Education,431,Sweden,41100.0,658000.0,2014,67.0,10285453.0,6.48,Entertainment,60.128161,18.643501,Europe
794,14000000,TV Ana Emilia,4674164601.0,Lifestyle,651,Mexico,80300.0,1300000.0,2014,40.2,126014024.0,3.42,Entertainment,23.634501,-102.552784,N.America
795,14000000,ýýýýýýýýýýýý,7719743112.0,Gaming & Sports,2210,Russia,451700.0,7200000.0,2013,81.9,144373535.0,4.59,Games,61.52401,105.318756,Europe
796,14000000,Luli Pampï¿½,8623705301.0,Music,294,Spain,605000.0,9700000.0,2012,88.9,47076781.0,13.96,Music,40.463667,-3.74922,Europe
797,14000000,Gallina Pintadita,9660950823.0,Music,62,Mexico,211900.0,3400000.0,2011,40.2,126014024.0,3.42,Film,23.634501,-102.552784,N.America
798,14000000,ViralHog,18917687143.0,Lifestyle,41117,United States,4100000.0,65500000.0,2014,88.2,328239523.0,14.7,Animals,37.09024,-95.712891,N.America
799,14000000,ETV Jabardasth,13542939513.0,Lifestyle,9652,India,400800.0,6400000.0,2015,28.1,1366417754.0,5.36,Comedy,20.593684,78.96288,Asia
800,14000000,Zee Telugu,12597067132.0,Entertainment,3,India,0.02,0.34,2007,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
801,14000000,Crescendo com Luluca,5094050461.0,Entertainment,1307,Brazil,204200.0,3300000.0,2015,51.3,212559417.0,12.08,People,-14.235004,-51.92528,S.America
802,13900000,Jazzghost,5673347763.0,Gaming & Sports,5494,Brazil,320200.0,5100000.0,2012,51.3,212559417.0,12.08,Games,-14.235004,-51.92528,S.America
803,13900000,karameeshchannel,9106781518.0,Entertainment,2254,Jordan,262900.0,4200000.0,2012,34.4,10101694.0,14.72,Music,30.585164,36.238414,Asia
804,13900000,Darkar Company Studios,2244318380.0,Media,183,United States,13800.0,220700.0,2009,88.2,328239523.0,14.7,Comedy,37.09024,-95.712891,N.America
806,13900000,T-Series Regional,5217553897.0,Entertainment,15075,India,100500.0,1600000.0,2011,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
807,13900000,ADEL et SAMI,5465532801.0,Entertainment,503,United States,80600.0,1300000.0,2018,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
808,13900000,Jamuna TV,12129583055.0,Education,6,Bangladesh,0.0,0.05,2021,20.6,167310838.0,4.19,Entertainment,23.684994,90.356331,Asia
809,13900000,Atlantic Records,12513842343.0,Music,1660,United States,291900.0,4700000.0,2006,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
811,13900000,Veritasium,2165885634.0,Education,369,United States,132400.0,2100000.0,2010,88.2,328239523.0,14.7,Education,37.09024,-95.712891,N.America
813,13800000,Airrack,2224911030.0,Entertainment,173,United States,299000.0,4800000.0,2015,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
814,13800000,Hacksmith Industries,1820559912.0,Education,887,Canada,251800.0,4000000.0,2006,68.9,36991981.0,5.56,Tech,56.130366,-106.346771,N.America
816,13800000,ýýýýýýýý/Atro,2480957682.0,Gaming & Sports,1952,Netherlands,165400.0,2600000.0,2017,85.0,17332850.0,3.2,Games,52.132633,5.291266,Europe
817,13800000,123 GO! Spanish,5019136690.0,Lifestyle,520,Mexico,79600.0,1300000.0,2019,40.2,126014024.0,3.42,Howto,23.634501,-102.552784,N.America
818,13800000,Geo News,5727888539.0,Education,190093,Pakistan,300200.0,4800000.0,2007,9.0,216565318.0,4.45,News,30.375321,69.345116,Asia
819,13800000,Kids TV India Hindi Nursery Rhymes,6646953396.0,Media,1505,India,236000.0,3800000.0,2014,28.1,1366417754.0,5.36,Education,20.593684,78.96288,Asia
820,13800000,Think Music India,11039343563.0,Music,4978,India,651300.0,10400000.0,2009,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
821,13700000,O Que Nï¿½ï¿½ï¿½ï¿½ï¿½ï¿,1967930734.0,Lifestyle,696,Brazil,263400.0,4200000.0,2015,51.3,212559417.0,12.08,Entertainment,-14.235004,-51.92528,S.America
822,13700000,Goldmines Premiere,1973638757.0,Entertainment,975,India,112900.0,1800000.0,2013,28.1,1366417754.0,5.36,Film,20.593684,78.96288,Asia
823,13700000,MAIKI021,1950178163.0,Entertainment,3298,Brazil,22300.0,357000.0,2008,51.3,212559417.0,12.08,Entertainment,-14.235004,-51.92528,S.America
824,13700000,The Vishal bhatt,9596430464.0,Lifestyle,1040,India,1100000.0,18200000.0,2021,28.1,1366417754.0,5.36,Comedy,20.593684,78.96288,Asia
825,13700000,NishaMadhulika,2939201386.0,Education,2158,India,66700.0,1100000.0,2009,28.1,1366417754.0,5.36,Howto,20.593684,78.96288,Asia
826,13700000,MyMissAnand,4963275018.0,Lifestyle,340,India,83600.0,1300000.0,2014,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
827,13700000,FAPTV,5457203710.0,Lifestyle,863,Vietnam,105400.0,1700000.0,2014,28.5,96462106.0,2.01,Comedy,14.058324,108.277199,Asia
828,13700000,Wesley Safadï¿½,8134379376.0,Music,438,Brazil,192200.0,3100000.0,2009,51.3,212559417.0,12.08,Music,-14.235004,-51.92528,S.America
829,13700000,infobells,5178142148.0,Education,495,India,71700.0,1100000.0,2011,28.1,1366417754.0,5.36,Education,20.593684,78.96288,Asia
831,13600000,Acenix,2122062016.0,Gaming & Sports,368,Spain,142300.0,2300000.0,2014,88.9,47076781.0,13.96,Games,40.463667,-3.74922,Europe
833,13600000,DALLMYD,1948925559.0,Gaming & Sports,412,United States,92000.0,1500000.0,2011,88.2,328239523.0,14.7,Sports,37.09024,-95.712891,N.America
834,13600000,Lindsey Stirling,3764608356.0,Music,199,United States,45800.0,733300.0,2007,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
835,13600000,JOJO TV - Hindi Stories,5141201173.0,Education,1097,India,32300.0,516700.0,2016,28.1,1366417754.0,5.36,Film,20.593684,78.96288,Asia
836,13600000,BBC,9685060624.0,Lifestyle,16047,United Kingdom,133200.0,2100000.0,2005,60.0,66834405.0,3.85,Entertainment,55.378051,-3.435973,Europe
837,13600000,Saturday Night Live,14717282742.0,Entertainment,8335,United States,169900.0,2700000.0,2013,88.2,328239523.0,14.7,Comedy,37.09024,-95.712891,N.America
838,13500000,BUDI01 GAMING,1181292450.0,Gaming & Sports,319,Indonesia,40300.0,644900.0,2019,36.3,270203917.0,4.69,Games,-0.789275,113.921327,Asia
839,13500000,Typical Gamer,4301581610.0,Gaming & Sports,4312,Canada,97700.0,1600000.0,2008,68.9,36991981.0,5.56,Games,56.130366,-106.346771,N.America
840,13500000,Anaysa,3445794123.0,Education,591,India,89100.0,1400000.0,2012,28.1,1366417754.0,5.36,Howto,20.593684,78.96288,Asia
841,13500000,JULIA GISELLA,5380132790.0,Entertainment,19,United Kingdom,5.0,78.0,2015,60.0,66834405.0,3.85,Music,55.378051,-3.435973,Europe
842,13500000,Awakening Music,5545936485.0,Music,814,United Kingdom,105900.0,1700000.0,2006,60.0,66834405.0,3.85,Music,55.378051,-3.435973,Europe
843,13500000,Lady Diana,8265920659.0,Entertainment,1403,Ukraine,225500.0,3600000.0,2016,82.7,44385155.0,8.88,People,48.379433,31.16558,Europe
844,13500000,Sanjoy Das Official,3912334359.0,Entertainment,1793,India,537700.0,8600000.0,2015,28.1,1366417754.0,5.36,Games,20.593684,78.96288,Asia
845,13500000,Woody & Kleiny,11717217293.0,Lifestyle,975,United Kingdom,1500000.0,23800000.0,2013,60.0,66834405.0,3.85,Entertainment,55.378051,-3.435973,Europe
846,13500000,Vijay Kumar Viner Vlogs,7958771872.0,Entertainment,1357,India,329400.0,5300000.0,2019,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
847,13500000,Conor Maynard,2750993392.0,Music,321,United States,32400.0,517800.0,2006,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
848,13500000,Wengie,1900272833.0,Education,462,United States,4000.0,64100.0,2010,88.2,328239523.0,14.7,Howto,37.09024,-95.712891,N.America
850,13400000,Codiscos,11789678655.0,Music,7356,Colombia,686700.0,11000000.0,2007,55.3,50339443.0,9.71,Music,4.570868,-74.297333,S.America
851,13400000,The World Adventures ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,2139769210.0,Lifestyle,1028,India,3100.0,50100.0,2016,28.1,1366417754.0,5.36,People,20.593684,78.96288,Asia
854,13400000,ATHLEAN-Xï¿½,2319515787.0,Education,1349,United States,43500.0,695900.0,2006,88.2,328239523.0,14.7,Howto,37.09024,-95.712891,N.America
855,13400000,My Mate Nate,3363634923.0,Lifestyle,1195,Thailand,125000.0,2000000.0,2014,49.3,69625582.0,0.75,Entertainment,15.870032,100.992541,Asia
856,13400000,H2ODelirious,4356686216.0,Gaming & Sports,3727,United States,50400.0,805700.0,2007,88.2,328239523.0,14.7,Games,37.09024,-95.712891,N.America
857,13400000,GMA Integrated News,9569814790.0,Education,296272,Philippines,346400.0,5500000.0,2007,35.5,108116615.0,2.15,News,12.879721,121.774017,Asia
858,13400000,Peet Montzingo,10022557589.0,Lifestyle,319,United States,1200000.0,19100000.0,2014,88.2,328239523.0,14.7,People,37.09024,-95.712891,N.America
859,13400000,The Q,4306212515.0,Lifestyle,96,United States,0.01,0.14,2006,88.2,328239523.0,14.7,Sports,37.09024,-95.712891,N.America
860,13300000,Trakin Tech,2262690743.0,Education,3640,India,131000.0,2100000.0,2011,28.1,1366417754.0,5.36,Tech,20.593684,78.96288,Asia
861,13300000,theRadBrad,6050102764.0,Gaming & Sports,8195,United States,47100.0,753300.0,2006,88.2,328239523.0,14.7,Games,37.09024,-95.712891,N.America
862,13300000,Matt Steffanina,3299216601.0,Entertainment,331,United States,5800.0,92600.0,2007,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
864,13300000,Kurt Hugo Schneider,3733856870.0,Entertainment,698,United States,12700.0,203200.0,2007,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
865,13300000,Vogue,4177184071.0,Entertainment,3166,United States,135300.0,2200000.0,2008,88.2,328239523.0,14.7,People,37.09024,-95.712891,N.America
866,13300000,ýýýýýýýýýýýýýýýýýý,6482687220.0,Lifestyle,608,Russia,270700.0,4300000.0,2015,81.9,144373535.0,4.59,Entertainment,61.52401,105.318756,Europe
867,13300000,Kids Lineï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,9088562002.0,Lifestyle,2742,United States,485700.0,7800000.0,2011,88.2,328239523.0,14.7,Education,37.09024,-95.712891,N.America
